household_id;car_availability;bike_availability;number_of_vehicles;number_of_bikes;income;census_household_id
784859;none;none;0;0;3292.0910084392995;311120
853489;none;none;0;0;3370.3867957293423;338444
926804;none;none;0;0;1498.823657629573;367466
1461145;none;none;0;0;1485.6672318157098;547352
127195;all;none;1;0;2856.76801448373;50188
552828;some;none;1;0;3013.2491361988914;219094
917357;some;none;1;0;4834.926814826811;363744
370034;all;none;1;0;3972.665724179555;146612
425404;some;none;1;0;423.76689712037967;168574
589855;some;none;1;0;4635.001549017483;233797
856419;some;none;1;0;5237.091904021632;339600
127244;none;none;0;0;1436.6029052281744;50211
339831;none;none;0;0;1160.5922851258888;134718
568078;none;none;0;0;6821.252695543556;225170
780416;none;none;0;0;5052.904980782506;309332
796290;none;none;0;0;2571.4111095615563;315700
908515;none;none;0;0;481.2276462937924;360271
915038;none;none;0;0;5194.460492415215;362819
948404;none;none;0;0;2169.054417654669;376083
1797027;none;none;0;0;1407.0130102947285;643301
2156375;none;none;0;0;2992.7301932854143;764968
5350596;none;none;0;0;423.84145288340517;1930946
700776;none;none;0;0;3958.186653896295;277766
3142146;none;none;0;0;9632.750100132465;1108542
3227007;none;none;0;0;7078.281303423532;1141897
381640;none;all;0;1;2181.266942283559;151204
422945;none;all;0;1;1965.6997394961897;167604
464468;none;some;0;1;5449.986018948851;184056
626619;none;all;0;1;2053.3870075087025;248434
668819;none;all;0;1;5465.224595158659;265086
695209;none;all;0;1;1206.6014647618954;275559
986788;none;all;0;1;3212.823788331476;391274
1311120;none;all;0;1;1226.969233135621;503992
3003819;none;all;0;1;990.1189044278498;1055255
3473575;none;all;0;1;4577.186371976361;1237457
5268589;none;all;0;1;3016.629395109983;1907952
261851;none;some;0;1;5581.443958723013;103810
975128;none;some;0;1;3477.732995856195;386654
613707;none;all;0;1;3859.2343833843524;243303
1690243;none;all;0;1;2570.337936981874;612470
949579;some;none;1;0;2106.60190046331;376561
204992;some;none;1;0;2710.0283457628457;81142
831096;all;none;1;0;2808.553536555537;329524
874638;some;none;1;0;3036.12693895688;346791
892016;none;none;0;0;1219.048818856155;353684
3446247;none;none;0;0;5680.94400458344;1226835
745309;none;none;0;0;5094.226224937028;295393
1025058;none;none;0;0;1631.7147919506958;406398
1916515;none;none;0;0;2536.278585196217;684180
2883747;none;none;0;0;2744.941665912307;1008782
3063800;none;none;0;0;2656.528492440411;1078083
3101276;none;none;0;0;8750.827607725594;1092491
3192879;none;none;0;0;3570.5238433130203;1128336
3736441;none;none;0;0;1789.879358055543;1339899
4160775;none;none;0;0;1448.642726370211;1503778
4237802;none;none;0;0;2660.7495232128203;1534319
4282460;none;none;0;0;1695.7357851296292;1551812
4331025;none;none;0;0;1425.5808082682802;1570818
4740230;none;none;0;0;1458.2788850193117;1726395
5117335;none;none;0;0;3515.4743288351715;1855630
5124158;none;none;0;0;925.9647869942658;1858266
5172795;none;none;0;0;1504.2444454649853;1872286
5217172;none;none;0;0;1873.8927839778858;1889162
1166808;none;none;0;0;2815.6627812341103;462082
1443600;none;none;0;0;5956.76246065313;542558
1664107;none;none;0;0;1184.0747280051073;603021
5322313;none;none;0;0;3855.377912004342;1923241
4128384;none;none;0;0;2449.431405679739;1491138
5245257;none;none;0;0;3455.1731359441483;1900157
5419830;none;none;0;0;15.626897420261098;1948861
401086;none;none;0;0;7335.283306985155;158887
408546;none;none;0;0;3200.372576287319;161925
767210;none;none;0;0;1621.9558332158667;304109
870549;none;none;0;0;2111.1496256644095;345198
2329338;none;none;0;0;6632.212592237639;822568
623833;none;some;0;1;7372.542868775346;247326
993247;none;some;0;1;3186.815543118223;393832
2843798;none;all;0;1;2080.2210885157488;993135
3161460;none;some;0;1;3648.3161719203354;1116046
3062753;none;some;0;1;2708.201322298952;1077678
4659508;none;some;0;1;1122.1573019348457;1694636
5289763;none;all;0;1;6214.078568657245;1914151
5291791;none;all;0;1;186.69822080368644;1914771
5302962;none;all;0;1;3532.1587819369133;1917662
379141;none;some;0;1;8730.709038547975;150215
260751;some;some;1;1;4346.865178147844;103371
152154;some;some;1;1;192.54290890214435;60137
366033;all;some;1;1;2827.2251215798506;145023
544734;some;some;1;1;3196.799294516374;215924
1666334;all;all;1;1;1537.2616990628212;603848
1654132;some;some;3;2;14853.175347272665;600371
2530435;all;some;2;2;3812.245243214355;884975
3855935;some;some;1;2;3630.0076734572435;1385987
4636514;all;some;2;2;3347.0054613699654;1685813
2388123;all;all;1;2;784.7244344258233;843050
2433617;some;all;1;2;3431.5518814050147;855186
2447404;some;some;1;2;4219.057004328118;859195
2546268;all;some;2;2;4133.88280751287;889638
2614781;some;some;1;2;5333.652627801642;911658
1868623;all;none;2;0;4697.993164303813;669340
1893546;some;none;1;0;3175.033064996238;676052
3963578;some;none;1;0;1292.3206883689109;1427354
4646403;all;none;1;0;2580.455942229337;1689598
845109;some;none;1;0;2635.2384824169308;335085
1602670;all;none;2;0;3740.9333976303637;586203
2482493;all;none;2;0;2679.2015805224887;868425
2662413;all;none;2;0;1478.3578180583197;927504
3413252;some;none;1;0;4232.8031306639205;1213850
3624061;all;none;1;0;302.2581876094999;1295995
4185088;some;none;1;0;4412.789575226961;1513341
4817532;all;none;2;0;647.8609449367727;1756323
1107789;some;none;1;0;7473.799865464422;439348
1758559;some;none;1;0;4782.908561078259;629331
3934074;all;none;2;0;2407.0774293434265;1415752
4232136;some;none;1;0;3607.460387283254;1532079
4281273;some;none;2;0;3620.418961234612;1551315
3598838;all;none;2;0;1755.618869639293;1286142
3971357;all;none;3;0;3517.1540128785127;1430064
4042464;some;none;1;0;4361.292335840076;1457201
3667980;all;none;1;0;1841.5923813145585;1313527
3800780;some;none;1;0;2056.668410825363;1365099
3880372;all;none;1;0;1916.986396482;1395423
3935070;all;none;1;0;5240.4404512647;1416151
3903465;some;none;1;0;2565.3230319866398;1404352
534460;none;none;0;0;5877.70216157866;211859
455212;none;none;0;0;1498.4227989297033;180386
951381;none;none;0;0;2359.84966507189;377298
1030932;none;none;0;0;954.8255289403307;408758
3283882;none;none;0;0;3811.669556285163;1163940
3330663;none;none;0;0;1415.2108405752992;1181371
5155494;none;none;0;0;3186.452413836618;1867186
1134689;none;none;0;0;345.3881293933077;450044
3053000;none;none;0;0;1265.9475981646233;1073915
5368722;none;none;0;0;1464.6209009352922;1935061
128258;none;all;0;1;4894.7693772809325;50611
374871;none;all;0;1;3411.7449024940897;148527
420952;none;all;0;1;2627.7592545422294;166820
771943;none;all;0;1;3171.7331816914634;305998
850782;none;all;0;1;2384.637313126446;337369
978341;none;some;0;1;2962.75026793292;387922
1386295;none;some;0;1;3324.3301259869627;525255
2331224;none;all;0;1;2692.5461778932395;823243
4182293;none;all;0;1;3620.5793654799418;1512221
275510;all;some;2;1;16922.480778020763;109216
523886;some;some;1;1;2226.17360465037;207678
748084;some;some;1;1;5474.466236714895;296485
1031646;some;some;1;1;2825.59040496327;409034
1153912;all;some;2;1;2820.57731946751;457213
1518370;all;some;2;1;4926.372636553779;560375
1770310;all;some;2;1;5981.430521789422;633713
2136788;some;some;1;1;6983.851784297814;757908
2683054;some;some;1;1;3078.7388839898836;934310
3323596;all;some;1;1;1213.5683013471817;1178793
4669747;some;some;1;1;5811.467867969797;1698568
2008381;all;some;2;1;4770.011508137929;714592
128658;none;none;0;0;2146.3690208237663;50774
140815;none;none;0;0;1143.9219948210948;55626
1641000;none;none;0;0;5383.827566908117;597775
2498402;none;none;0;0;7207.3519546685675;873916
3184798;none;none;0;0;1553.1271835490556;1125157
3903699;none;none;0;0;2221.7135140761807;1404435
3943547;none;none;0;0;1155.870453550151;1419457
4180836;none;none;0;0;2324.5474700928644;1511630
4585023;none;none;0;0;173.16011214117623;1665672
4602125;none;none;0;0;5787.628717028151;1672445
4830570;none;none;0;0;668.9997760015991;1761146
5075103;none;none;0;0;2454.3821703408603;1842420
5396510;none;none;0;0;1595.7314277677394;1942182
5443920;none;none;0;0;3520.5045076912065;1955996
128797;none;none;0;0;2456.1914596208476;50821
184390;none;none;0;0;2343.9163245306936;72856
748396;none;none;0;0;9631.917665928384;296622
1043528;none;none;0;0;2696.4400055760298;413744
1680987;none;none;0;0;1484.9562770964405;609365
3719264;none;none;0;0;1428.4375083172454;1333153
4543294;none;none;0;0;3637.4815797250712;1649621
4755153;none;none;0;0;3373.904922302108;1732196
399393;none;none;0;0;3211.9334792564587;158235
612048;none;none;0;0;5607.119921024647;242651
717113;none;none;0;0;3596.8815524081347;284256
1006961;none;none;0;0;357.3614290172189;399287
3923577;none;none;0;0;517.931116005731;1411880
1248801;all;some;1;1;2519.9118295738567;488495
1274194;all;some;2;1;5370.831946691327;494027
1278240;all;some;2;1;1427.028945509218;494827
1342624;all;some;2;1;3102.4820736660245;510947
1499589;all;some;2;1;4610.81678311104;555714
1578154;all;some;2;1;2867.640570595495;578532
1601428;all;some;2;1;2388.956349933654;585790
1625980;all;some;2;1;3317.508396440404;593980
1645007;all;all;1;1;1423.3482401376082;598566
1698001;all;some;2;1;3602.9802414189076;615082
1151348;some;some;2;1;6134.781862056092;456272
1191511;some;some;1;1;3662.3964183471753;470514
1295759;all;some;1;1;3717.1132491807493;499497
1314044;all;some;3;1;4588.574769176842;504656
1496593;all;all;1;1;969.8356604608778;554989
1648492;some;some;3;1;2552.731323507706;599254
1652230;some;some;1;1;1201.3884613202874;599997
1448707;some;some;1;1;3539.934729890675;543957
1477470;some;some;2;1;7623.264747591402;550720
1536977;all;some;2;1;3158.095619299737;565362
129324;all;none;1;0;10050.160869366322;51043
611091;all;none;1;0;4078.4444858481284;242258
908576;some;none;1;0;3190.2927608008818;360294
129371;none;none;0;0;4043.4965776565496;51065
310691;none;none;0;0;3594.828782004058;123201
1133797;none;none;0;0;3864.105718484091;449712
3357164;none;none;0;0;5293.042077660361;1191714
743744;none;none;0;0;1944.2187064146678;294772
1856162;none;none;0;0;1636.9581836396394;664461
2463985;none;none;0;0;1322.5138923774628;863287
129460;all;none;1;0;2289.5449274574257;51101
509513;some;none;1;0;11413.07862495903;201946
3884460;some;all;1;2;2738.0667683829943;1397009
3928752;some;all;1;2;1372.74309871572;1413793
4033577;all;some;2;2;3661.2516199696224;1453679
129515;none;none;0;0;3276.9482829010585;51124
3332890;none;none;0;0;2326.3927020049514;1182241
2985845;none;none;0;0;2625.965942120166;1048315
267064;none;none;0;0;5146.997034637932;105871
424846;none;none;0;0;2111.9432830893556;168349
315807;none;none;0;0;1562.9961946065816;125245
612699;none;none;0;0;11457.27370851844;242907
671632;none;none;0;0;2966.6032241539624;266211
682248;none;none;0;0;1417.1050768354266;270430
953496;none;none;0;0;1542.724324673074;378129
1129877;none;none;0;0;6620.302342314826;448145
129937;none;none;0;0;1158.7818395872407;51281
720218;none;none;0;0;2214.0019660018256;285493
921647;none;none;0;0;4618.859445397204;365452
1072907;none;none;0;0;655.8810281514676;425386
130417;some;none;1;0;6027.7357939559015;51471
939177;all;none;1;0;1378.6879029612958;372428
713682;some;none;1;0;8394.096153986775;282882
873075;some;none;1;0;1828.1804571802247;346187
1095904;all;none;3;0;4182.739239888391;434620
1007044;all;all;2;2;4443.424478992421;399318
130497;all;none;1;0;451.1185912687807;51505
695125;all;none;1;0;3431.897871513271;275527
130649;some;none;1;0;4209.196134987135;51567
517553;all;none;1;0;3328.7030087740586;205147
1603783;all;none;2;0;5087.885338253897;586582
1924818;some;none;1;0;3338.8967987950828;686988
2353796;all;none;2;0;2643.4013923593016;831172
3625052;some;none;1;0;2999.7889434703397;1296387
3965047;some;none;1;0;2843.3841022902325;1427890
4310185;all;none;1;0;2554.318929305389;1562699
4398421;some;none;1;0;349.6377011035388;1597350
3089813;all;none;1;0;2302.9495709077532;1088016
3288320;some;none;1;0;945.2061346540979;1165647
1156537;some;some;2;2;3261.4720877774544;458177
1225541;all;some;2;2;3525.8879285322123;481753
1334051;some;all;1;2;6.833382656115212;508695
1338552;all;all;2;2;3407.1040436080266;509887
1364381;some;all;1;2;1716.120974421106;516902
1158375;some;some;1;2;2724.914163977501;458861
1205492;all;all;2;2;750.4935853059806;474124
1605575;some;some;1;2;2730.3160154268894;587189
130771;none;none;0;0;2144.9425545238205;51614
159641;none;none;0;0;1870.7810755348632;63115
168376;none;none;0;0;1781.8632299457342;66550
289103;none;none;0;0;2796.360291213963;114550
378906;none;none;0;0;1488.7609116494327;150129
382475;none;none;0;0;8796.3206826988;151546
510821;none;none;0;0;3675.5864626914317;202469
741756;none;none;0;0;247.45370784782023;293994
769570;none;none;0;0;2985.6206453043746;305051
845801;none;none;0;0;4263.282746253434;335373
1107966;none;none;0;0;1844.2447750854508;439422
1765319;none;none;0;0;9059.488963668105;631856
3369826;none;none;0;0;1989.7113371248136;1196659
5390770;none;none;0;0;439.25559806388605;1940461
444760;none;none;0;0;8250.32086959075;176271
3553027;none;none;0;0;1103.3478705274222;1268165
5437816;none;none;0;0;950.8170720566403;1954657
1219924;some;none;1;0;2267.130095076766;479621
1225990;some;none;2;0;5058.681869520242;481929
1236850;all;none;2;0;4420.738939568912;485545
1379539;some;none;2;0;4023.003735889135;522695
1395298;all;none;2;0;9443.745239462598;528417
1420458;all;none;2;0;3747.4777432754263;536453
1435700;all;none;1;0;1363.8299790058413;540436
1479247;all;none;1;0;2284.0742953655576;551071
1494085;all;none;2;0;2928.5678120666425;554373
1497404;some;none;1;0;1934.3448367215115;555189
1503600;all;none;2;0;4460.453880078678;556677
1557569;some;none;1;0;5254.8935206856495;573008
1581474;all;none;2;0;205.12652036562173;579340
1585607;some;none;1;0;2957.3042658999975;580379
1602003;some;none;3;0;1081.795806416445;585988
1602718;some;none;2;0;3716.3114737061683;586223
1624490;all;none;2;0;4626.737773812498;593468
1640837;all;none;3;0;9032.122523469201;597742
1652372;some;none;2;0;8980.577035315826;600025
1681636;some;none;1;0;7938.852357782922;609604
1995654;all;none;1;0;882.5604529406098;710225
2318765;some;none;1;0;2501.2079655925922;818771
2766391;all;none;1;0;1221.0038142341416;962928
3193551;all;none;1;0;3200.7100792168576;1128597
3283808;some;none;1;0;7796.374941920845;1163915
3339719;some;none;1;0;2022.3946968702853;1184933
3423034;some;none;1;0;8701.645268479382;1217760
3511656;some;none;2;0;3336.799518737437;1252221
3643270;some;none;1;0;3171.7778444486653;1303540
3713426;some;none;1;0;2543.5426955638286;1330885
3713833;all;none;2;0;2243.443831034179;1331057
3851515;some;none;1;0;7117.572663121617;1384390
4145407;some;none;1;0;2554.0334471311094;1497778
4620111;some;none;1;0;7010.705280817164;1679553
4785378;some;none;1;0;15706.997203897994;1744186
4930480;all;none;2;0;3438.295761086866;1792909
5018872;some;none;3;0;14922.558344764771;1824030
5156327;all;none;2;0;6754.347583503308;1867390
1173113;some;none;1;0;2787.604051674278;464563
1196734;some;none;1;0;1994.6841912307257;471778
1278287;some;none;1;0;5427.827235676098;494837
1357683;all;none;1;0;1714.6118254293103;514853
1413943;all;none;3;0;3807.983773268292;534765
1506481;all;none;1;0;1178.3189885568286;557366
1553704;some;none;1;0;7238.976550711043;571593
1562099;all;none;1;0;1722.8574150178958;574625
1586863;all;none;2;0;2908.980404261177;580813
1596775;all;none;2;0;3661.7191546623017;584220
1622211;all;none;2;0;4567.186635473329;592702
1622539;some;none;2;0;4209.733826695573;592814
1664957;some;none;2;0;3485.7804882141263;603337
1701088;some;none;3;0;7143.949556785505;616142
1193163;all;none;2;0;3587.693338130155;470901
1205545;all;none;2;0;2283.996665492307;474142
1279404;all;none;2;0;1097.2637104348;495058
1313742;all;none;1;0;3316.667993695127;504597
1320513;all;none;3;0;5190.454064708691;505933
1320764;all;none;3;0;9467.75738737013;505981
1326394;all;none;2;0;2468.1208145390215;507089
1426853;some;none;1;0;3527.149655661431;538123
1500757;all;none;2;0;3590.3963295862286;555988
1513309;all;none;2;0;5023.43399849953;559058
1532679;all;none;1;0;4176.956669334307;564109
1578770;all;none;3;0;3767.5475337127687;578679
1593576;all;none;2;0;9139.255912217262;583119
2987532;some;none;1;0;2292.2005452659864;1048966
3190491;all;none;1;0;2861.309318939223;1127387
626832;all;none;1;0;2051.6453311187797;248517
131255;all;none;1;0;6096.463213618159;51792
223106;some;none;1;0;6590.349678574101;88313
4309893;all;none;1;0;1167.088691828664;1562579
4922488;all;none;2;0;4091.6300821688474;1790052
1293870;all;none;2;0;3946.2603518873634;498946
1391464;some;none;1;0;5707.125709304978;527099
1414916;some;none;1;0;8564.598092223563;535021
1661210;all;none;3;0;4031.205945808374;601950
251646;none;none;0;0;11438.784053385238;99730
439743;none;none;0;0;976.9628482150392;174249
832264;none;none;0;0;3912.6412474034014;329980
2255108;none;none;0;0;1484.7316070865809;797843
5283046;none;none;0;0;2493.898161019411;1912621
131376;all;all;1;2;736.0259533362356;51837
477268;all;all;1;2;2082.69707140748;189126
131641;none;none;0;0;1560.222903756887;51944
328673;none;none;0;0;1320.697120976146;130286
713803;none;none;0;0;901.1722010498715;282929
811169;none;none;0;0;3852.3218781573787;321603
917046;none;none;0;0;3059.5509173519927;363620
918805;none;none;0;0;2061.6168143872246;364332
1057349;none;none;0;0;71.99457698733659;419236
3206496;none;none;0;0;2750.5309377264925;1133772
3301593;none;none;0;0;2934.3044034521113;1170780
3412223;none;none;0;0;768.9359153379241;1213445
4032515;none;none;0;0;1597.225463839381;1453257
4373640;none;none;0;0;1119.5164984468481;1587563
4511948;none;none;0;0;324.16873960050225;1637343
4846852;none;none;0;0;1962.402149362012;1767109
5458384;none;none;0;0;3435.1562337390938;1960139
5470402;none;none;0;0;2247.0117099315075;1964121
131681;none;all;0;1;2125.737480716549;51960
452371;none;all;0;1;3216.334582660883;179264
501388;none;all;0;1;1903.042981115756;198728
657281;none;all;0;1;5060.521758836728;260486
998655;none;some;0;1;3113.2047740792723;395987
1393447;none;all;0;1;1782.9002941015951;527768
2217472;none;all;0;1;4241.75924454831;786245
5270007;none;all;0;1;3366.6809685213893;1908372
374471;all;none;1;0;3917.129639282495;148379
396731;some;none;1;0;3147.6303472624577;157193
1044360;some;none;1;0;2640.8109583643663;414067
131820;some;some;1;2;1238.0718801556727;52017
475258;some;some;1;2;4074.3741226062584;188334
1203457;all;some;3;2;1241.2339913474523;473427
1344742;all;some;3;2;3628.003167714765;511515
1145614;all;all;1;2;1923.7864180585577;454142
1297345;all;some;2;2;1918.5947845279002;499957
1300182;all;all;1;2;1174.1085343502039;500798
1340152;all;some;3;2;5501.431774371048;510300
1414594;all;all;1;2;1347.3314075545093;534937
1436145;some;some;3;2;4055.097160708734;540557
1473157;some;some;3;2;8483.913751386812;549863
1551648;some;some;3;2;4708.115963319084;570814
1594505;some;some;2;2;1323.672672834243;583432
1613309;some;some;3;2;5160.579470618939;589742
1644515;all;some;3;2;1995.7610794957714;598468
4169865;all;none;1;0;7100.891578945599;1507343
4601729;some;none;1;0;2983.7859531238864;1672284
4797999;all;none;1;0;2425.9575064049504;1749014
4836354;some;none;2;0;316.42484956738616;1763261
4947988;all;none;2;0;6627.466422930023;1799638
5212284;some;none;2;0;5152.2392582074635;1887256
131853;none;none;0;0;1465.2909911755862;52029
154087;none;none;0;0;622.3529662447646;60914
177010;none;none;0;0;882.65682768643;69934
184278;none;none;0;0;2013.0482182044902;72813
196628;none;none;0;0;1286.3185527155672;77758
272358;none;none;0;0;2028.5182291597212;107961
276929;none;none;0;0;1233.576008599068;109782
299230;none;none;0;0;1667.7510659745885;118569
333156;none;none;0;0;8030.61844958925;132057
438347;none;none;0;0;2917.03919598868;173689
450954;none;none;0;0;3870.129858981412;178716
519559;none;none;0;0;1793.3826399483191;205928
702485;none;none;0;0;4523.535201665116;278437
746446;none;none;0;0;6041.613566837776;295845
774547;none;none;0;0;3835.5932689698193;306992
847338;none;none;0;0;1257.5854984196299;335988
866587;none;none;0;0;1109.4200095137026;343628
879312;none;none;0;0;1936.9023890045812;348639
889774;none;none;0;0;2568.9173053994823;352784
1022551;none;none;0;0;1137.6768615254887;405425
1032087;none;none;0;0;1814.3316752277299;409213
1058588;none;none;0;0;2385.2542555433556;419714
1115680;none;none;0;0;2598.0145382216797;442497
1120544;none;none;0;0;2767.772147994469;444420
1914936;none;none;0;0;1903.5313415395444;683615
2233620;none;none;0;0;694.9391906265841;790658
5264785;none;none;0;0;4537.374444057126;1907153
5298853;none;none;0;0;2774.2373124311766;1916449
5326244;none;none;0;0;2450.1482483284676;1924145
132125;none;none;0;0;1072.2800751299922;52141
730908;none;none;0;0;4075.261442913886;289719
960415;none;none;0;0;1519.4952623442948;380845
3270485;none;none;0;0;9153.402407089878;1158832
3525332;none;none;0;0;1046.5192294414474;1257518
4629195;none;none;0;0;2355.7395147748307;1683014
132279;none;none;0;0;1030.6763205774798;52199
180877;none;none;0;0;2876.758765683606;71449
1211300;none;none;0;0;2569.0221097135473;476279
1361977;none;none;0;0;6149.8473146416345;515968
2299798;none;none;0;0;2941.9895775303794;814322
3018520;none;none;0;0;7325.685083341794;1060865
3325605;none;none;0;0;8336.459469314615;1179512
3726550;none;none;0;0;1991.8154508984662;1335992
3736522;none;none;0;0;1493.7286177374178;1339931
4139616;none;none;0;0;1838.4983223169402;1495544
4160465;none;none;0;0;1376.8745110514787;1503663
4842874;none;none;0;0;4443.62056129252;1765657
5269965;none;none;0;0;3442.944096459806;1908362
5278794;none;none;0;0;1645.7397379432402;1911217
5420194;none;none;0;0;2192.405795228329;1948950
197751;all;some;1;1;1479.2999275943916;78203
531132;some;some;1;1;2635.891328570119;210540
1088009;some;none;1;0;3089.5181732980755;431476
602444;all;none;1;0;2188.1737519521876;238829
132571;some;none;1;0;2060.545217958299;52319
142436;all;none;1;0;1902.16216161817;56268
233260;some;none;1;0;6869.913766019016;92364
1459758;all;none;2;0;2929.9435799256016;546975
1965679;all;none;2;0;3821.28602990974;700130
3528380;all;none;1;0;3156.585154255382;1258646
4220214;some;none;2;0;4217.918390352158;1527221
4718836;all;none;1;0;3945.425916018894;1717978
1767116;some;none;1;0;3239.632940265391;632518
2827379;all;none;2;0;6568.213213012279;986847
3044246;some;none;1;0;4284.79171593203;1070619
3124154;some;none;1;0;3746.2602660639986;1101491
3477535;all;none;2;0;2841.8640178233513;1238964
3490163;all;none;2;0;5321.338037728347;1243905
4760110;all;none;2;0;98.41399061362377;1734195
884285;all;none;1;0;4761.903249628367;350611
1731909;all;none;1;0;4367.679839801107;623408
1759320;some;none;2;0;8694.317596407933;629615
1839305;some;none;1;0;8712.976945567696;657977
1899880;all;none;1;0;3359.2531698512953;678277
1905735;all;none;1;0;2793.4479772800637;680371
1911872;all;none;2;0;3693.239238963092;682542
1914587;all;none;1;0;5481.633677335377;683486
2020289;all;none;1;0;1402.734923021594;718958
2031642;all;none;2;0;3385.2006621560035;723289
2111853;some;none;1;0;5743.285613390395;749309
2177747;all;none;1;0;13008.049043472378;772980
2181369;some;none;2;0;4552.911082868812;774267
2210442;all;none;1;0;4080.071163615924;784317
2220262;all;none;3;0;2663.181451249716;786997
2232247;all;none;3;0;4215.683693812272;790230
2261252;all;none;3;0;4818.273660011615;800182
2263322;all;none;3;0;4089.0551975853487;800982
1065073;some;none;1;0;6449.281594251448;422255
2640554;some;none;2;0;5381.5988602783;920007
2828088;some;none;2;0;7476.520936263539;987128
3016833;all;none;3;0;4073.116657332027;1060220
3472432;some;none;1;0;4371.695801701492;1237011
132574;none;none;0;0;5394.940914725454;52320
766577;none;none;0;0;5764.337749443671;303856
1194342;none;none;0;0;2089.3827902401495;471195
1965217;none;none;0;0;4766.29206224927;699941
132636;none;all;0;2;4341.301024555097;52340
2860756;none;all;0;2;3700.840284443952;999817
2958823;none;all;0;2;2259.3055853738406;1037836
3131629;none;all;0;2;3858.6283312977694;1104462
3134967;none;all;0;2;4707.578589004938;1105755
3162674;none;all;0;2;1682.4568741634016;1116515
3182254;none;all;0;2;1616.4590058442207;1124119
3511254;none;all;0;2;2779.934354747563;1252059
5347889;none;all;0;2;4679.983988186791;1930399
5400743;none;all;0;2;43.61534687961964;1943487
132670;some;none;1;0;3792.7971825603336;52353
651083;some;none;1;0;4039.8587609622036;258011
1660408;all;none;2;0;2247.3597949157142;601645
1733983;all;none;2;0;1872.4737871913085;623822
2058851;all;none;2;0;1191.6815657415314;733278
2300215;all;none;1;0;4117.556839566157;814414
2335903;all;none;1;0;2360.734473651208;824913
2338062;all;none;3;0;3733.3800234380515;825679
2667797;some;none;2;0;2702.214667915242;929161
2904581;some;none;1;0;725.3453720619035;1016894
4273890;some;none;1;0;2154.0478279563795;1548488
1259700;all;none;2;0;3944.2759761427988;491149
1480198;all;none;1;0;1569.2028759630205;551260
1934091;some;none;1;0;4140.053276843226;689617
2289886;some;none;1;0;3691.5955294563287;811422
3953463;some;none;1;0;2836.047728989065;1423418
4755377;some;none;1;0;3885.878684786226;1732282
4788255;some;none;1;0;7923.395777916467;1745279
4899465;all;none;1;0;2200.6709731226865;1785194
4992851;some;none;1;0;3148.9781843068695;1815129
517827;some;none;1;0;2030.0822684478885;205253
197299;all;none;1;0;1641.32003995175;78019
620619;some;none;1;0;4094.7914131874686;246050
903584;some;none;1;0;8379.687694013768;358301
132971;all;none;1;0;2234.681600213813;52470
1445034;all;none;1;0;2104.760100873001;542945
1518590;all;none;1;0;3489.973105862833;560428
1657446;all;none;2;0;2449.5805884951824;601028
709082;none;none;0;0;10145.682202659727;281057
753800;none;none;0;0;4498.170072371887;298760
804449;none;none;0;0;2863.3022880395065;318908
2528810;none;none;0;0;2246.6379367448885;884486
490092;none;none;0;0;4919.380904108393;194244
699370;none;none;0;0;2798.1507009893617;277210
866118;none;none;0;0;496.7261636664035;343433
918102;none;none;0;0;5378.6397610743115;364050
987863;none;none;0;0;1425.910135353589;391693
4715849;none;none;0;0;7563.803284467482;1716826
4889048;none;none;0;0;3140.9430508212968;1781128
837971;none;none;0;0;987.1529718853684;332249
853422;none;none;0;0;958.4477614959563;338418
872598;none;none;0;0;1461.5500708388681;345998
901337;none;none;0;0;2793.5660747224583;357423
960830;none;none;0;0;732.5467160146461;381018
4033154;none;none;0;0;1455.4763818883348;1453502
4065436;none;none;0;0;1909.3060057246744;1466233
4193513;none;none;0;0;2683.23998297557;1516662
133205;none;none;0;0;2699.5576318776966;52561
538544;none;none;0;0;364.8544863619599;213472
1044808;none;none;0;0;1754.5967515151096;414241
5283255;none;none;0;0;633.7647834008786;1912724
1914929;none;none;0;0;882.6845383434963;683611
3414409;none;none;0;0;3916.907460486309;1214308
3575077;none;none;0;0;5824.611736398656;1276786
4071670;none;none;0;0;4745.135239926432;1468695
4080817;none;none;0;0;870.2189706689594;1472295
4601105;none;none;0;0;965.5544687913591;1672029
5367088;none;none;0;0;1307.2249363902488;1934702
921607;none;none;0;0;1985.2856344836887;365438
1906330;none;none;0;0;6.546117219472863;680571
3880362;none;none;0;0;3000.1586264459033;1395416
3947953;none;none;0;0;3076.6651063035465;1421220
5454658;none;none;0;0;1649.2207462229505;1959130
150804;none;none;0;0;4480.606062100688;59599
225699;none;none;0;0;13508.487394831163;89348
311598;none;none;0;0;4132.7682968551335;123560
799899;none;none;0;0;41.69686357414222;317111
3580144;none;none;0;0;2380.4993515417236;1278817
4144806;none;none;0;0;6088.572098020135;1497544
309851;none;none;0;0;2148.7669180173357;122858
457092;none;none;0;0;1684.2380025629122;181126
749082;none;none;0;0;3553.587015899617;296904
1030844;none;none;0;0;885.8490745159248;408727
1034556;none;none;0;0;810.062330781022;410203
5269874;none;none;0;0;2162.6461755278274;1908337
2387044;none;none;0;0;3972.370255347997;842669
2780641;none;none;0;0;1225.452771138641;968493
5304293;none;none;0;0;1761.018114344227;1918203
133547;none;none;0;0;2993.3222432187695;52701
3063055;none;none;0;0;2156.0858834027676;1077787
3849539;none;none;0;0;3039.106674417249;1383634
3873907;none;none;0;0;6145.111655907737;1392896
265507;all;all;1;2;2215.0551674847975;105259
